"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101394B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101394B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101395B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101395B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101396B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101396B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101397B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101397B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101398B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101398B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101399B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101399B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101400B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101400B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101401B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101401B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101402B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101402B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101403B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101403B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101404B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101404B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101405B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101405B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101406B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101406B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101407B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101407B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101408B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101408B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101409B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101409B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101410B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101410B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101411B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101411B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101412B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101412B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101413B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101413B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101414B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101414B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101415B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101415B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101416B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101416B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101417B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101417B",1,1,,"TRK","4590"
"FAVV-FALP-2022-0011","11",2022/05/10,"0581","Furukawa Automotive Systems Lima Philippines Inc.","4590205101418B","0053A","0053A",,"COH-BB2230-FALP","0053A",70,70,1,0.32,22.4,2022/06/05,,"4590","4590205101418B",1,1,,"TRK","4590"
